MQ135_Analog,MQ3_Analog,MiCS5524_Analog,Output,RSL_Hours
190,142,10,1,84
626,325,9,1,55
991,236,10,1,38
696,312,10,1,49
846,443,776,0,15
771,86,10,1,63
800,950,600,0,11
300,156,10,1,88
800,778,767,0,12
148,296,10,1,74
865,757,922,0,10
129,242,0,1,122
401,106,0,1,139
985,375,0,1,78
800,1005,510,0,13
800,774,507,0,13
1368,676,715,0,11
800,687,830,0,16
172,0,7,1,116
410,400,10,1,41
201,270,10,1,69
800,744,556,0,16
800,791,619,0,17
989,38,0,1,125
800,934,523,0,13
948,0,0,1,129
1924,575,774,0,5
732,236,8,1,55
800,875,709,0,15
800,759,839,0,11
800,767,565,0,16
800,993,561,0,15
800,849,586,0,13
581,195,0,1,114
800,961,612,0,13
772,209,10,1,56
800,964,734,0,13
1551,869,821,0,9
871,364,0,1,84
800,650,630,0,15
1120,481,758,0,15
479,107,0,1,135
1610,500,730,0,10
800,964,533,0,10
800,550,730,0,19
453,322,10,1,48
289,181,0,1,130
694,306,10,1,47
1244,438,707,0,13
892,17,0,1,116
912,125,0,1,112
591,105,10,1,89
76,120,10,1,97
554,251,10,1,51
800,768,711,0,15
930,68,10,1,69
638,256,0,1,112
1762,665,796,0,5
593,223,0,1,117
1305,492,792,0,13
800,902,704,0,11
213,106,10,1,107
800,704,627,0,14
1262,856,949,0,11
800,645,662,0,18
856,103,10,1,64
1318,790,899,0,10
389,78,6,1,103
132,141,4,1,120
22,248,10,1,89
343,285,10,1,62
800,647,747,0,18
800,617,585,0,19
719,68,10,1,88
996,249,10,1,40
1202,600,734,0,16
997,334,0,1,75
800,802,557,0,13
800,786,525,0,17
921,205,8,1,51
160,153,0,1,151
183,150,10,1,84
800,1010,807,0,12
872,330,10,1,44
665,100,0,1,133
542,188,0,1,130
800,786,756,0,13
169,157,10,1,88
80,383,0,1,123
1900,668,619,0,8
620,313,0,1,106
105,240,5,1,105
851,206,5,1,73
1300,851,846,0,6
800,792,774,0,16
783,225,0,1,95
845,350,0,1,82
800,785,516,0,13
800,895,546,0,11
636,283,0,1,109
1429,560,629,0,12
800,720,574,0,13
800,859,719,0,15
123,376,10,1,59
800,934,725,0,10
800,743,635,0,14
917,693,651,0,15
800,922,563,0,15
564,19,8,1,103
621,213,10,1,57
776,136,10,1,60
800,986,582,0,11
800,689,719,0,17
337,185,0,1,135
686,51,10,1,84
199,110,0,1,153
800,839,758,0,11
1306,614,728,0,9
800,940,601,0,13
541,41,0,1,129
105,283,0,1,130
856,91,8,1,80
800,1023,555,0,15
922,125,6,1,88
1493,739,740,0,9
719,626,882,0,14
1885,524,688,0,9
844,200,0,1,113
953,344,10,1,34
800,705,709,0,12
800,732,717,0,15
1182,524,705,0,12
1080,563,804,0,16
860,372,0,1,79
800,812,674,0,12
886,229,10,1,60
800,815,757,0,16
800,666,611,0,16
808,50,0,1,119
800,784,624,0,12
501,332,0,1,109
800,568,571,0,17
1721,789,1023,0,2
757,400,0,1,78
800,950,549,0,11
800,780,708,0,15
246,104,10,1,106
123,260,0,1,134
800,673,646,0,14
361,255,10,1,74
72,206,0,1,141
686,123,10,1,78
800,1016,761,0,10
448,168,10,1,81
589,241,6,1,92
718,0,10,1,87
1851,948,1023,0,0
800,861,650,0,11
899,150,10,1,61
842,124,10,1,57
800,758,590,0,17
800,713,577,0,16
354,218,10,1,72
1107,448,881,0,13
519,317,0,1,108
976,160,10,1,48
954,271,0,1,80
800,856,771,0,11
800,807,682,0,12
1184,896,868,0,7
577,43,0,1,143
1069,460,640,0,15
800,777,604,0,17
2000,810,909,0,4
301,293,10,1,78
87,295,0,1,138
915,217,0,1,97
143,361,10,1,59
854,67,10,1,79
709,302,7,1,52
588,312,0,1,113
186,158,0,1,137
805,264,10,1,38
355,244,0,1,121
492,376,4,1,89
800,974,633,0,13
439,355,0,1,97
1418,528,739,0,14
581,140,0,1,130
882,862,1023,0,8
767,108,10,1,60
800,696,690,0,13
800,706,601,0,17
800,830,519,0,17
808,320,0,1,86
681,277,9,1,49
800,632,555,0,16
96,224,0,1,126
752,358,0,1,96
800,799,775,0,15
800,798,658,0,15
452,137,7,1,92
707,125,0,1,117
800,938,734,0,14
800,615,550,0,15
1914,655,872,0,5
800,817,850,0,14
893,198,0,1,90
800,717,806,0,17
800,813,652,0,17
672,400,0,1,86
12,60,10,1,118
947,212,0,1,103
954,353,0,1,73
1430,483,719,0,12
2000,983,895,0,0
800,715,643,0,18
488,26,10,1,82
1113,675,686,0,12
383,39,7,1,105
1812,908,967,0,3
416,301,10,1,64
988,161,0,1,105
800,648,800,0,12
989,67,0,1,122
703,660,821,0,16
157,278,0,1,136
166,34,0,1,148
544,137,4,1,114
731,63,0,1,121
1073,465,776,0,14
1619,544,690,0,12
800,710,833,0,12
78,399,0,1,116
800,763,514,0,16
269,285,1,1,106
800,935,631,0,12
924,401,727,0,17
1315,819,1002,0,8
800,940,547,0,15
952,54,10,1,58
427,260,0,1,123
1478,954,915,0,6
800,653,748,0,17
800,801,641,0,17
800,750,549,0,15
641,337,10,1,48
928,218,8,1,53
401,0,10,1,104
1000,76,5,1,77
289,14,0,1,162
278,400,10,1,48
891,573,693,0,17
472,359,0,1,96
590,203,0,1,105
1485,630,657,0,13
800,845,615,0,15
1378,843,944,0,10
22,19,10,1,120
1467,931,870,0,8
932,232,0,1,105
1614,654,638,0,9
945,248,0,1,93
403,66,0,1,138
800,769,538,0,17
38,391,10,1,77
800,698,522,0,16
424,67,10,1,96
525,372,10,1,47
893,107,1,1,96
953,542,774,0,15
800,723,814,0,12
746,400,0,1,78
409,372,0,1,104
332,325,10,1,60
800,644,579,0,14
765,216,10,1,55
800,846,717,0,12
862,359,10,1,34
924,303,5,1,53
800,773,628,0,16
800,676,570,0,19
282,173,9,1,81
800,898,798,0,14
1753,410,744,0,10
253,110,0,1,131
800,900,603,0,13
442,384,10,1,50
800,669,497,0,16
477,183,0,1,115
800,770,790,0,15
786,380,0,1,89
787,388,0,1,93
991,250,0,1,80
852,197,0,1,114
800,954,622,0,15
205,275,4,1,116
800,839,844,0,13
870,98,10,1,69
680,342,0,1,89
800,864,569,0,14
442,98,10,1,89
346,0,0,1,161
953,180,0,1,99
586,39,10,1,92
908,102,9,1,68
496,335,0,1,92
870,378,10,1,44
1411,596,848,0,14
800,992,547,0,13
1585,445,711,0,12
181,292,10,1,85
800,948,637,0,14
1788,591,645,0,10
462,353,0,1,98
926,127,10,1,57
350,197,10,1,81
1448,428,881,0,12
800,656,581,0,16
233,202,10,1,75
997,291,0,1,90
800,922,600,0,15
990,998,891,0,12
674,244,6,1,83
800,899,522,0,16
800,771,653,0,16
1843,494,803,0,11
149,75,0,1,144
1000,109,10,1,62
1065,781,894,0,9
800,724,592,0,14
560,226,10,1,57
800,1022,781,0,12
183,228,0,1,127
1671,908,848,0,2
800,857,551,0,12
852,240,9,1,49
725,303,0,1,97
392,80,10,1,100
800,672,513,0,17
274,182,4,1,123
800,977,745,0,12
800,771,642,0,13
40,145,5,1,132
800,787,657,0,14
357,370,0,1,102
1747,419,765,0,9
1074,710,856,0,11
54,302,0,1,140
315,117,10,1,97
800,590,699,0,15
1896,956,904,0,4
487,18,2,1,132
1455,671,796,0,13
1694,401,645,0,15
770,470,870,0,18
800,680,467,0,15
947,167,10,1,61
43,315,0,1,128
984,266,0,1,99
800,918,691,0,10
800,637,624,0,17
800,938,574,0,14
953,514,899,0,16
293,54,1,1,134
800,597,758,0,17
281,213,10,1,72
800,714,620,0,18
800,778,650,0,15
1812,458,950,0,9
231,200,10,1,85
263,325,10,1,76
919,27,0,1,121
722,317,0,1,100
1858,523,848,0,10
800,770,677,0,17
1636,880,990,0,3
800,745,509,0,17
540,400,2,1,81
215,141,0,1,151
626,145,10,1,71
800,699,648,0,17
205,112,10,1,101
0,234,0,1,134
1688,646,802,0,5
717,391,10,1,49
361,182,0,1,123
1802,524,800,0,7
1620,1011,1023,0,5
800,754,749,0,16
513,160,10,1,82
800,819,721,0,12
941,241,10,1,34
1923,535,588,0,12
800,844,630,0,12
960,0,9,1,80
1192,480,616,0,17
330,349,0,1,119
800,827,631,0,14
370,133,0,1,124
586,123,0,1,114
800,673,657,0,17
800,698,778,0,13
1512,807,757,0,9
294,43,0,1,147
62,15,0,1,164
33,365,3,1,112
781,601,840,0,15
825,274,10,1,42
940,559,851,0,17
434,232,0,1,120
1900,462,742,0,10
869,630,775,0,13
435,298,10,1,74
669,0,9,1,88
915,401,700,0,21
800,859,594,0,15
800,997,678,0,12
996,274,0,1,95
800,709,627,0,14
1581,613,775,0,11
0,106,0,1,161
244,281,0,1,127
800,920,695,0,11
359,344,0,1,103
800,675,576,0,17
753,205,10,1,51
403,245,10,1,78
721,51,0,1,136
353,244,0,1,114
931,165,10,1,66
800,1023,564,0,13
676,162,0,1,123
1259,878,788,0,8
800,987,736,0,9
1590,634,911,0,9
800,849,587,0,13
1329,1023,813,0,7
1004,539,678,0,18
683,136,0,1,120
800,926,527,0,16
1286,465,618,0,16
800,720,792,0,15
417,40,0,1,154
1474,953,874,0,7
6,250,4,1,120
800,897,746,0,13
421,318,6,1,82
800,864,584,0,14
121,327,8,1,88
954,539,631,0,19
343,73,10,1,99
1777,519,590,0,12
1710,700,984,0,5
490,330,10,1,65
800,705,744,0,12
800,644,791,0,14
1009,912,872,0,12
1248,426,730,0,18
927,335,0,1,75
1944,691,846,0,8
800,799,673,0,16
398,59,0,1,148
827,268,8,1,62
245,288,3,1,96
1878,471,721,0,8
575,363,0,1,104
800,748,701,0,17
557,201,0,1,125
904,302,0,1,89
800,915,670,0,11
320,134,10,1,87
800,1016,546,0,10
506,35,10,1,84
536,51,0,1,143
951,32,10,1,62
466,202,0,1,114
783,66,10,1,64
810,277,10,1,50
865,232,0,1,94
780,188,0,1,114
1617,925,962,0,6
800,797,791,0,14
67,337,10,1,83
809,120,2,1,93
141,43,0,1,149
800,943,740,0,12
800,999,722,0,12
485,205,7,1,97
1005,592,918,0,16
323,331,8,1,86
916,342,10,1,37
11,174,10,1,101
800,863,813,0,13
940,366,10,1,25
800,947,605,0,10
622,38,0,1,129
7,193,0,1,145
800,825,837,0,13
953,844,858,0,9
800,894,532,0,15
457,156,7,1,104
165,256,0,1,126
859,400,10,1,24
1000,240,10,1,44
1772,674,692,0,7
1157,932,868,0,8
800,823,524,0,18
530,25,10,1,83
1252,945,871,0,8
1028,578,565,0,15
800,687,695,0,18
558,60,10,1,86
879,651,606,0,17
1569,540,662,0,11
672,46,0,1,121
954,145,10,1,60
970,345,10,1,43
559,87,5,1,110
106,305,0,1,136
800,757,481,0,16
800,882,708,0,12
261,247,10,1,71
800,841,665,0,13
1551,594,826,0,12
861,319,7,1,50
315,162,0,1,142
188,400,3,1,98
441,239,0,1,106
800,787,765,0,13
1937,597,721,0,7
800,996,723,0,9
23,209,10,1,91
800,905,740,0,10
199,51,3,1,145
1845,665,795,0,9
993,318,0,1,77
506,34,0,1,139
946,401,779,0,19
231,69,0,1,146
1289,602,664,0,16
800,767,608,0,12
800,826,803,0,15
441,346,0,1,111
437,305,0,1,101
289,360,7,1,88
256,275,7,1,86
990,328,0,1,72
800,647,676,0,13
226,83,10,1,106
1476,454,773,0,14
800,891,804,0,14
94,286,5,1,96
743,438,832,0,19
240,178,10,1,95
800,915,747,0,15
103,300,0,1,120
107,210,10,1,97
1583,636,816,0,8
178,346,0,1,106
1639,440,735,0,13
800,987,510,0,16
800,762,713,0,15
675,319,10,1,59
800,908,650,0,12
800,898,801,0,10
800,657,692,0,16
448,171,10,1,89
1515,885,916,0,8
1854,768,878,0,7
494,15,5,1,124
800,883,775,0,11
248,383,0,1,117
1389,495,785,0,10
1041,865,1023,0,10
1623,824,918,0,5
433,267,10,1,61
667,143,10,1,76
1226,432,751,0,18
220,273,5,1,109
503,87,10,1,96
800,701,735,0,13
891,305,10,1,41
1331,984,1023,0,3
1889,632,898,0,4
912,128,0,1,98
610,46,0,1,137
959,834,843,0,10
914,86,10,1,54
988,336,10,1,40
800,676,574,0,15
800,612,805,0,14
740,316,0,1,89
322,233,0,1,132
189,21,0,1,148
800,882,640,0,11
1448,814,910,0,8
535,86,10,1,78
583,241,0,1,119
347,191,10,1,69
960,375,6,1,49
800,797,788,0,13
425,171,10,1,77
800,928,585,0,14
175,165,10,1,80
1741,882,979,0,2
421,25,0,1,135
65,73,10,1,105
800,954,678,0,12
1394,490,715,0,12
477,352,10,1,61
1248,614,950,0,14
1665,622,633,0,11
57,75,0,1,162
1923,477,775,0,12
819,96,10,1,67
484,400,10,1,41
931,285,0,1,96
800,1002,669,0,12
800,814,649,0,17
653,525,950,0,14
305,360,10,1,74
800,745,697,0,14
800,749,588,0,17
833,282,10,1,55
922,219,10,1,42
800,656,548,0,16
349,345,8,1,71
210,203,10,1,89
818,326,10,1,36
688,145,10,1,65
800,884,656,0,10
800,962,575,0,12
569,127,10,1,69
219,337,10,1,60
645,146,6,1,101
184,106,1,1,146
1035,645,821,0,11
1055,445,660,0,18
1705,537,819,0,8
716,288,0,1,102
301,257,6,1,82
800,966,574,0,14
800,826,737,0,15
1264,443,618,0,14
985,353,10,1,24
381,118,0,1,147
517,114,10,1,93
778,561,820,0,16
800,815,579,0,16
822,119,10,1,66
668,71,0,1,134
800,869,529,0,12
1941,423,863,0,8
647,326,0,1,102
459,67,10,1,82
800,962,571,0,14
1637,1023,859,0,3
136,187,10,1,101
381,306,2,1,100
376,22,10,1,89
1916,499,630,0,12
800,671,723,0,15
1952,574,856,0,8
1278,626,587,0,13
238,383,10,1,72
800,663,755,0,12
800,929,601,0,13
154,76,10,1,100
294,145,8,1,104
164,324,10,1,75
475,302,5,1,95
963,784,883,0,13
956,41,1,1,113
876,628,737,0,17
727,130,7,1,93
494,157,10,1,85
800,1005,796,0,13
800,673,569,0,15
1255,494,787,0,16
1108,592,696,0,11
809,293,10,1,51
800,925,811,0,11
800,787,635,0,12
1939,815,936,0,6
7,376,0,1,112
800,795,539,0,13
800,678,762,0,15
433,214,10,1,72
800,649,653,0,16
797,316,0,1,92
597,296,10,1,50
437,374,5,1,72
152,117,8,1,116
478,296,10,1,53
1590,687,918,0,6
1835,666,679,0,8
800,912,663,0,14
1126,681,909,0,14
1379,881,1003,0,5
800,689,570,0,19
387,233,0,1,115
788,794,910,0,15
800,1023,607,0,10
737,192,0,1,120
757,363,2,1,77
800,836,764,0,13
128,278,10,1,71
800,910,713,0,14
1599,480,624,0,10
1013,940,919,0,11
977,107,0,1,109
414,352,10,1,46
1318,549,724,0,14
530,62,10,1,87
150,168,10,1,100
919,36,10,1,67
800,939,653,0,14
377,296,0,1,106
800,638,465,0,17
1900,429,800,0,11
61,314,0,1,117
306,133,10,1,80
800,664,546,0,18
815,399,2,1,74
800,807,704,0,12
185,49,0,1,143
1490,695,735,0,7
306,198,10,1,87
1056,874,1023,0,8
800,618,815,0,16
800,848,540,0,14
217,213,10,1,75
806,201,10,1,62
755,111,10,1,77
286,68,10,1,99
1000,262,10,1,29
252,219,10,1,88
800,889,526,0,15
1118,1008,1006,0,8
800,1021,697,0,10
800,856,564,0,12
997,15,0,1,119
943,123,0,1,113
312,60,0,1,150
817,33,9,1,71
1496,997,818,0,5
800,961,560,0,10
800,687,602,0,16
800,727,782,0,11
862,314,0,1,87
622,10,10,1,89
800,711,749,0,14
959,265,0,1,87
800,945,595,0,14
541,172,10,1,63
814,129,0,1,107
927,23,10,1,73
169,0,10,1,113
728,38,0,1,123
1207,593,855,0,14
742,274,10,1,56
1000,22,1,1,110
888,312,0,1,97
800,631,450,0,20
105,12,10,1,112
800,786,584,0,14
0,207,0,1,140
800,954,490,0,15
220,362,5,1,85
256,122,2,1,139
580,54,0,1,129
702,254,10,1,67
1422,578,866,0,9
407,36,10,1,93
441,55,10,1,85
964,104,10,1,67
800,842,703,0,15
1054,591,835,0,13
1905,499,700,0,6
856,208,10,1,64
800,896,607,0,11
328,291,0,1,126
800,696,550,0,15
1080,539,790,0,17
1214,517,743,0,11
800,682,560,0,17
800,954,674,0,11
0,343,10,1,82
800,813,544,0,18
706,56,10,1,73
800,883,693,0,12
847,371,10,1,33
800,928,661,0,13
800,841,567,0,13
800,670,776,0,15
800,901,503,0,15
958,185,10,1,48
567,271,2,1,94
800,876,529,0,15
1541,671,804,0,10
1414,693,947,0,10
810,357,1,1,76
800,838,623,0,16
933,192,0,1,99
87,389,0,1,114
774,412,790,0,16
9,117,9,1,116
1254,597,699,0,11
1313,1023,973,0,3
359,150,10,1,91
907,324,10,1,30
0,121,10,1,113
800,760,514,0,18
24,109,0,1,142
162,114,0,1,138
800,1012,493,0,15
1795,855,904,0,3
800,799,659,0,14
398,50,0,1,131
800,834,826,0,13
815,223,10,1,44
369,170,0,1,129
367,59,10,1,90
786,192,10,1,69
800,714,732,0,13
1300,724,815,0,7
800,913,678,0,11
819,45,0,1,128
1065,649,691,0,13
1949,455,554,0,11
886,608,749,0,17
131,396,10,1,57
632,88,0,1,132
964,69,0,1,124
820,546,734,0,14
208,170,0,1,128
110,239,10,1,84
936,332,10,1,31
1703,592,746,0,8
1609,689,748,0,9
258,195,4,1,124
443,133,9,1,85
1299,665,696,0,10
800,934,494,0,13
860,0,10,1,76
584,48,10,1,78
1598,423,640,0,11
1239,664,661,0,15
339,88,10,1,86
800,638,515,0,19
800,772,530,0,13
120,310,7,1,97
800,880,548,0,15
800,774,658,0,14
410,132,0,1,143
330,108,0,1,146
423,265,0,1,113
537,13,0,1,143
549,118,10,1,79
249,241,9,1,81
800,857,557,0,17
687,200,10,1,69
25,220,0,1,137
1752,498,903,0,11
800,828,558,0,12
378,90,0,1,134
800,668,744,0,13
800,821,702,0,12
870,304,10,1,46
800,819,702,0,12
461,173,0,1,118
811,104,0,1,111
622,345,0,1,106
795,887,853,0,14
800,857,691,0,15
1939,479,871,0,6
210,19,0,1,154
517,300,5,1,78
800,702,692,0,13
789,136,10,1,70
536,114,0,1,121
613,126,0,1,131
507,279,10,1,57
984,138,0,1,101
144,216,1,1,123
195,60,10,1,93
11,236,10,1,82
1092,564,703,0,12
800,778,780,0,11
800,769,669,0,12
1800,440,695,0,11
115,40,0,1,146
897,303,0,1,91
599,317,10,1,56
110,259,10,1,71
800,909,652,0,12
595,151,4,1,107
961,112,0,1,114
800,1012,701,0,10
587,205,0,1,108
1390,934,865,0,4
60,4,0,1,155
800,811,710,0,16
1791,667,834,0,6
482,166,0,1,126
686,99,0,1,126
1475,999,864,0,8
1155,592,771,0,14
132,295,5,1,98
767,226,0,1,94
474,265,10,1,58
1861,641,891,0,5
554,100,0,1,125
635,80,8,1,97
750,143,6,1,84
800,766,476,0,15
587,127,8,1,86
800,783,757,0,16
243,0,10,1,114
1758,550,783,0,8
800,915,735,0,15
1191,626,763,0,12
1035,401,767,0,14
172,251,0,1,125
800,843,697,0,11
1510,579,926,0,11
800,824,633,0,14
645,173,1,1,103
907,545,728,0,15
560,165,0,1,132
966,100,10,1,51
666,366,8,1,62
1383,573,673,0,13
800,828,557,0,13
721,559,632,0,17
232,127,0,1,148
800,798,534,0,16
800,906,510,0,14
276,142,0,1,149
800,914,549,0,16
800,1023,528,0,10
927,24,0,1,130
800,764,697,0,15
616,27,10,1,93
710,0,10,1,90
1907,624,686,0,8
1074,989,1016,0,6
951,348,9,1,47
800,957,702,0,14
1089,667,806,0,11
163,205,10,1,79
1728,525,623,0,13
1936,569,597,0,7
487,332,10,1,57
800,825,599,0,12
1017,697,708,0,12
800,819,629,0,15
437,381,0,1,91
71,317,0,1,136
1448,503,653,0,11
432,27,0,1,142
325,397,0,1,96
800,639,482,0,18
800,826,630,0,12
800,703,698,0,14
115,113,3,1,122
1136,479,659,0,17
740,315,0,1,103
800,983,539,0,11
777,53,10,1,82
800,671,773,0,18
720,208,10,1,65
800,852,701,0,14
1910,860,866,0,3
724,278,10,1,57
1609,578,611,0,10
1096,555,728,0,15
139,104,0,1,153
615,397,3,1,81
696,295,10,1,45
310,375,10,1,59
1319,907,963,0,9
608,209,10,1,62
626,76,0,1,129
68,232,10,1,81
392,74,4,1,127
256,242,2,1,110
934,80,10,1,65
464,325,0,1,115
690,81,8,1,93
1091,650,881,0,9
1437,977,866,0,5
573,353,10,1,50
873,24,0,1,128
800,977,658,0,15
95,329,3,1,98
822,366,0,1,87
884,280,0,1,92
481,309,0,1,98
939,692,901,0,10
1395,593,649,0,12
850,12,0,1,125
34,61,5,1,129
876,595,620,0,17
893,67,10,1,64
198,365,10,1,77
632,290,0,1,109
1378,638,942,0,8
706,370,10,1,32
800,702,607,0,14
605,65,10,1,86
478,331,0,1,95
800,844,551,0,13
800,907,739,0,13
607,265,5,1,74
1175,762,911,0,11
800,867,531,0,12
895,278,3,1,89
518,356,10,1,43
1455,494,599,0,15
908,361,5,1,50
800,783,565,0,18
800,739,623,0,16
201,209,1,1,131
725,54,0,1,124
1112,937,1023,0,6
179,38,10,1,103
42,153,0,1,151
646,83,10,1,76
414,0,10,1,92
437,195,0,1,125
908,278,10,1,33
240,122,9,1,97
598,162,0,1,109
512,157,1,1,112
83,282,2,1,122
800,1014,629,0,14
182,153,10,1,103
1093,505,683,0,14
105,88,9,1,116
1898,492,688,0,11
1568,466,670,0,11
801,145,0,1,108
436,217,10,1,76
659,162,5,1,104
1263,447,621,0,17
709,342,10,1,52
800,635,724,0,15
800,573,572,0,20
800,975,752,0,10
1055,1006,873,0,6
1642,679,830,0,7
634,313,0,1,99
800,847,524,0,12
979,148,0,1,105
668,100,10,1,66
147,200,4,1,128
800,862,610,0,13
1195,459,707,0,16
1475,812,977,0,4
800,984,816,0,13
800,991,716,0,9
800,562,729,0,14
800,860,545,0,12
872,606,869,0,15
800,971,551,0,15
575,110,4,1,99
994,279,5,1,51
728,7,0,1,143
1218,541,707,0,12
304,362,0,1,99
800,911,831,0,10
1533,542,848,0,11
850,400,6,1,52
800,742,742,0,13
800,1003,705,0,10
910,221,10,1,47
447,64,10,1,98
800,814,571,0,12
625,68,0,1,125
206,182,10,1,95
805,41,0,1,134
652,111,10,1,86
908,228,10,1,53
322,84,10,1,100
1160,939,871,0,6
800,875,663,0,15
800,764,645,0,14
705,210,10,1,62
922,149,2,1,100
45,344,8,1,91
800,849,558,0,15
834,292,10,1,50
1934,590,657,0,7
698,342,10,1,49
1731,518,609,0,12
800,844,591,0,15
800,889,756,0,11
822,20,10,1,87
1151,990,1021,0,4
241,110,10,1,84
800,959,761,0,13
1647,518,711,0,13
223,237,0,1,139
1661,1023,951,0,2
674,221,10,1,70
800,831,718,0,16
461,256,10,1,78
1397,700,952,0,8
800,807,762,0,11
800,563,602,0,18
622,162,0,1,109
674,47,0,1,118
441,131,10,1,94
832,662,905,0,13
800,846,752,0,10
800,636,624,0,14
800,708,616,0,17
800,960,850,0,8
800,887,676,0,15
763,88,10,1,76
644,214,0,1,109
754,229,0,1,109
800,656,660,0,14
455,90,0,1,127
800,645,548,0,17
886,21,10,1,69
800,624,699,0,16
876,211,10,1,48
800,644,705,0,18
747,163,0,1,118
826,126,10,1,72
88,76,8,1,108
448,360,10,1,45
0,349,10,1,71
64,202,0,1,147
555,129,0,1,127
956,207,10,1,38
585,304,0,1,97
800,713,558,0,14
866,149,0,1,103
800,662,556,0,18
1892,816,820,0,6
800,845,604,0,11
613,150,0,1,127
0,100,10,1,115
385,343,10,1,64
800,912,608,0,15
740,380,10,1,49
800,947,611,0,14
626,107,0,1,116
104,189,0,1,134
800,747,510,0,18
1110,517,840,0,15
306,67,10,1,98
718,541,783,0,15
1924,686,850,0,3
1631,662,916,0,6
159,327,0,1,127
614,116,0,1,131
1006,471,672,0,18
1351,624,669,0,14
771,121,6,1,95
725,400,10,1,42
800,847,672,0,14
712,21,10,1,79
447,153,10,1,87
800,843,654,0,14
800,849,559,0,12
1294,642,748,0,13
867,342,10,1,47
800,651,556,0,14
577,131,6,1,98
399,94,3,1,132
800,850,708,0,15
685,63,10,1,89
800,816,759,0,16
283,109,0,1,150
249,0,10,1,111
800,705,565,0,17
800,857,587,0,15
174,58,10,1,97
598,322,10,1,40
800,978,520,0,11
706,401,602,0,18
800,927,671,0,13
94,174,0,1,137
800,649,753,0,18
1112,564,841,0,16
141,228,7,1,105
574,326,0,1,107
1808,521,574,0,12
511,67,10,1,93
831,24,0,1,119
571,178,10,1,62
800,764,804,0,11
1480,657,762,0,12
118,153,0,1,132
800,1018,744,0,14
368,147,2,1,115
22,104,10,1,111
99,350,0,1,112
879,131,1,1,97
971,112,0,1,99
800,870,643,0,12
800,669,782,0,16
800,723,634,0,15
872,764,920,0,14
441,182,10,1,66
800,836,633,0,16
1507,796,1013,0,5
897,56,0,1,113
800,636,586,0,19
951,348,10,1,35
58,249,3,1,111
800,1020,622,0,9
1301,492,573,0,17
1564,685,789,0,6
800,608,626,0,14
35,265,10,1,95
1809,634,705,0,9
830,56,10,1,62
920,36,0,1,115
1675,989,911,0,2
955,140,10,1,53
783,345,0,1,77
480,229,10,1,71
774,129,0,1,106
800,597,528,0,21
800,776,662,0,16
994,98,0,1,103
685,66,10,1,83
396,28,0,1,137
808,54,10,1,75
541,367,10,1,57
830,43,10,1,79
425,136,10,1,74
199,79,0,1,140
640,319,6,1,80
670,83,10,1,82
800,731,672,0,16
621,230,0,1,112
449,25,0,1,142
601,115,0,1,117
1421,467,680,0,16
678,639,730,0,19
1013,421,627,0,15
1045,539,898,0,16
736,156,7,1,87
800,718,696,0,18
800,642,537,0,20
817,241,1,1,98
800,899,639,0,12
511,294,10,1,71
669,363,10,1,50
800,694,585,0,18
830,290,10,1,52
90,343,10,1,73
33,131,10,1,107
512,343,10,1,50
453,251,0,1,111
703,28,0,1,136
1216,556,765,0,14
800,1007,764,0,14
156,61,0,1,141
933,269,10,1,37
272,174,10,1,83
800,905,648,0,11
223,97,0,1,142
800,1016,542,0,11
817,308,6,1,53
800,714,460,0,20
1140,560,820,0,14
449,344,6,1,73
800,984,806,0,9
115,180,10,1,103
822,104,6,1,80
800,669,509,0,17
23,251,10,1,86
985,506,696,0,13
785,261,9,1,59
1258,454,609,0,18
39,400,5,1,82
800,1011,696,0,14
800,912,510,0,16
353,400,0,1,93
762,468,690,0,18
1751,401,778,0,11
800,781,603,0,14
753,179,0,1,110
274,0,0,1,150
800,985,694,0,11
507,243,10,1,59
753,89,10,1,83
800,932,641,0,16
800,887,592,0,11
1238,851,870,0,8
533,170,10,1,79
1249,681,621,0,14
800,630,738,0,17
800,608,727,0,17
184,39,10,1,97
619,76,10,1,87
552,260,4,1,91
1174,640,820,0,9
154,99,0,1,152
1894,536,698,0,8
537,282,1,1,112
905,163,10,1,54
553,224,10,1,76
51,153,0,1,146
800,668,659,0,15
1409,647,701,0,9
527,188,0,1,122
992,354,3,1,54
800,887,728,0,10
509,151,3,1,108
344,275,0,1,117
800,680,534,0,17
85,88,0,1,145
282,324,10,1,69
262,347,10,1,55
199,307,10,1,72
1957,805,833,0,2
1033,500,842,0,14
800,616,519,0,16
800,601,762,0,18
819,379,0,1,73
800,656,618,0,15
158,269,0,1,139
51,158,3,1,129
325,185,10,1,91
800,968,692,0,11
425,210,0,1,121
637,140,0,1,115
800,628,632,0,14
0,293,1,1,116
800,836,558,0,14
975,615,624,0,16
800,986,768,0,10
558,280,0,1,105
800,601,805,0,15
621,272,10,1,48
658,141,0,1,117
1111,954,885,0,5
261,178,0,1,144
800,756,691,0,16
800,978,768,0,11
945,134,10,1,65
480,225,10,1,60
800,939,667,0,14
970,582,809,0,14
1650,409,814,0,12
372,142,0,1,127
645,77,0,1,117
1485,818,953,0,4
929,176,0,1,109
1362,539,885,0,10
800,950,645,0,14
73,336,10,1,70
1191,566,614,0,17
966,184,10,1,62
800,1003,544,0,14
79,75,10,1,100
915,923,821,0,9
964,264,0,1,82
1531,495,658,0,15
